'sample interval','ECG1','ECG2'
'0.0078125 sec','mV','mV'
0,-0.215,-0.015
1,-0.195,-0.005
2,-0.185,0.015
3,-0.175,0.025
4,-0.185,0.025
5,-0.145,0.055
6,-0.125,0.055
7,-0.095,0.065
8,-0.055,0.075
9,-0.025,0.085
10,0.025,0.105
11,0.075,0.105
12,0.105,0.095
13,0.155,0.085
14,0.175,0.095
15,0.195,0.075
16,0.215,0.075
17,0.215,0.055
18,0.165,0.045
19,0.105,0.025
20,0.045,-0.015
21,0.005,-0.025
22,-0.045,-0.055
23,-0.075,-0.075
24,-0.085,-0.085
25,-0.115,-0.085
26,-0.115,-0.085
27,-0.125,-0.085
28,-0.115,-0.095
29,-0.115,-0.085
30,-0.105,-0.085
31,-0.105,-0.085
32,-0.095,-0.075
33,-0.065,-0.045
34,-0.035,-0.045
35,-0.025,-0.035
36,-0.005,-0.035
37,0.035,-0.015
38,0.115,-0.055
39,0.155,-0.075
40,0.155,-0.085
41,0.155,-0.095
42,0.115,-0.115
43,0.065,-0.115
44,0.015,-0.145
45,-0.035,-0.165
46,-0.085,-0.195
47,-0.115,-0.195
48,-0.115,-0.195
49,-0.105,-0.195
50,-0.105,-0.135
51,-0.285,-0.075
52,-0.515,0.015
53,-0.315,0.045
54,0.315,-0.215
55,0.835,-0.785
56,0.605,-0.795
57,0.145,-0.665
58,-0.145,-0.455
59,-0.215,-0.235
60,-0.185,-0.165
61,-0.105,-0.185
62,-0.055,-0.195
63,-0.025,-0.205
64,-0.025,-0.185
65,-0.025,-0.195
66,-0.005,-0.195
67,0.005,-0.185
68,0.025,-0.195
69,0.045,-0.195
70,0.055,-0.185
71,0.075,-0.175
72,0.085,-0.155
73,0.125,-0.135
74,0.145,-0.135
75,0.175,-0.125
76,0.195,-0.115
77,0.235,-0.095
78,0.275,-0.105
79,0.325,-0.095
80,0.365,-0.105
81,0.405,-0.095
82,0.435,-0.105
83,0.455,-0.115
84,0.455,-0.135
85,0.455,-0.135
86,0.445,-0.155
87,0.405,-0.185
88,0.365,-0.205
89,0.315,-0.225
90,0.285,-0.245
91,0.235,-0.255
92,0.215,-0.255
93,0.225,-0.255
94,0.215,-0.255
95,0.215,-0.255
96,0.215,-0.255
97,0.235,-0.245
98,0.235,-0.255
99,0.215,-0.255
100,0.215,-0.245
101,0.225,-0.205
102,0.245,-0.195
103,0.285,-0.195
104,0.305,-0.175
105,0.345,-0.165
106,0.355,-0.185
107,0.395,-0.205
108,0.405,-0.205
109,0.425,-0.215
110,0.405,-0.245
111,0.375,-0.245
112,0.355,-0.255
113,0.295,-0.295
114,0.245,-0.315
115,0.205,-0.325
116,0.175,-0.325
117,0.165,-0.305
118,0.195,-0.305
119,0.115,-0.265
120,-0.155,-0.155
121,-0.185,-0.025
122,0.295,-0.205
123,0.935,-0.725
124,0.925,-1.115
125,0.375,-0.935
126,0.065,-0.625
127,0.065,-0.355
128,0.115,-0.265
129,0.145,-0.295
130,0.165,-0.295
131,0.145,-0.295
132,0.165,-0.295
133,0.175,-0.285
134,0.175,-0.275
135,0.175,-0.275
136,0.185,-0.265
137,0.215,-0.255
138,0.225,-0.245
139,0.225,-0.235
140,0.235,-0.225
141,0.265,-0.215
142,0.275,-0.185
143,0.305,-0.175
144,0.325,-0.145
145,0.355,-0.135
146,0.385,-0.115
147,0.415,-0.105
148,0.445,-0.105
149,0.505,-0.115
150,0.535,-0.125
151,0.555,-0.125
152,0.565,-0.135
153,0.575,-0.145
154,0.545,-0.165
155,0.475,-0.205
156,0.415,-0.225
157,0.375,-0.255
158,0.325,-0.285
159,0.305,-0.295
160,0.275,-0.295
161,0.255,-0.295
162,0.245,-0.305
163,0.235,-0.305
164,0.225,-0.295
165,0.235,-0.285
166,0.245,-0.295
167,0.245,-0.285
168,0.255,-0.285
169,0.245,-0.255
170,0.255,-0.235
171,0.285,-0.225
172,0.305,-0.225
173,0.325,-0.195
174,0.345,-0.205
175,0.415,-0.235
176,0.435,-0.235
177,0.435,-0.225
178,0.415,-0.255
179,0.365,-0.255
180,0.345,-0.265
181,0.275,-0.285
182,0.225,-0.305
183,0.155,-0.325
184,0.145,-0.325
185,0.125,-0.325
186,0.115,-0.325
187,0.105,-0.285
188,-0.115,-0.235
189,-0.345,-0.075
190,-0.145,-0.125
191,0.545,-0.405
192,1.035,-1.035
193,0.655,-1.005
194,0.105,-0.785
195,-0.075,-0.465
196,-0.015,-0.255
197,0.055,-0.245
198,0.095,-0.265
199,0.105,-0.265
200,0.105,-0.265
201,0.115,-0.245
202,0.105,-0.245
203,0.105,-0.235
204,0.115,-0.215
205,0.135,-0.215
206,0.145,-0.215
207,0.145,-0.205
208,0.165,-0.175
209,0.185,-0.165
210,0.205,-0.135
211,0.215,-0.135
212,0.225,-0.105
213,0.265,-0.075
214,0.305,-0.065
215,0.335,-0.045
216,0.385,-0.035
217,0.425,-0.025
218,0.455,-0.045
219,0.465,-0.045
220,0.475,-0.035
221,0.505,-0.045
222,0.475,-0.065
223,0.435,-0.105
224,0.375,-0.135
225,0.285,-0.155
226,0.225,-0.185
227,0.165,-0.195
228,0.155,-0.205
229,0.155,-0.215
230,0.135,-0.215
231,0.145,-0.205
232,0.145,-0.205
233,0.145,-0.205
234,0.125,-0.185
235,0.115,-0.195
236,0.115,-0.185
237,0.125,-0.155
238,0.145,-0.145
239,0.185,-0.135
240,0.185,-0.125
241,0.235,-0.105
242,0.255,-0.105
243,0.305,-0.135
244,0.315,-0.135
245,0.325,-0.145
246,0.295,-0.165
247,0.255,-0.175
248,0.225,-0.175
249,0.155,-0.205
250,0.095,-0.215
251,0.005,-0.235
252,-0.005,-0.245
253,-0.015,-0.225
254,-0.015,-0.215
255,-0.015,-0.175
256,-0.295,-0.115
257,-0.455,-0.005
258,-0.205,-0.095
259,0.465,-0.385
260,0.865,-0.945
261,0.475,-0.855
262,-0.035,-0.665
263,-0.195,-0.385
264,-0.175,-0.175
265,-0.095,-0.135
266,-0.035,-0.155
267,-0.015,-0.155
268,-0.035,-0.155
269,-0.035,-0.145
270,-0.015,-0.145
271,0.005,-0.145
272,-0.005,-0.155
273,0.005,-0.145
274,0.015,-0.125
275,0.015,-0.125
276,0.015,-0.105
277,0.045,-0.085
278,0.045,-0.065
279,0.065,-0.065
280,0.105,-0.035
281,0.135,-0.025
282,0.135,-0.005
283,0.175,0.005
284,0.235,0.005
285,0.295,0.015
286,0.325,0.005
287,0.355,-0.005
288,0.365,-0.005
289,0.365,-0.015
290,0.335,-0.035
291,0.295,-0.045
292,0.225,-0.075
293,0.175,-0.105
294,0.095,-0.135
295,0.045,-0.155
296,0.015,-0.165
297,-0.005,-0.155
298,-0.035,-0.165
299,-0.035,-0.155
300,-0.045,-0.165
301,-0.045,-0.165
302,-0.045,-0.155
303,-0.045,-0.165
304,-0.045,-0.145
305,-0.045,-0.125
306,-0.035,-0.125
307,-0.025,-0.105
308,0.005,-0.085
309,0.045,-0.075
310,0.085,-0.115
311,0.115,-0.125
312,0.135,-0.115
313,0.135,-0.135
314,0.105,-0.155
315,0.045,-0.155
316,-0.005,-0.185
317,-0.065,-0.215
318,-0.115,-0.225
319,-0.175,-0.235
320,-0.195,-0.225
321,-0.195,-0.225
322,-0.205,-0.155
323,-0.325,-0.065
324,-0.555,-0.005
325,-0.455,0.015
326,0.035,-0.225
327,0.545,-0.765
328,0.515,-0.765
329,0.165,-0.655
330,-0.215,-0.485
331,-0.385,-0.255
332,-0.385,-0.165
333,-0.295,-0.175
334,-0.255,-0.175
335,-0.215,-0.175
336,-0.225,-0.175
337,-0.225,-0.165
338,-0.225,-0.155
339,-0.215,-0.145
340,-0.215,-0.155
341,-0.195,-0.145
342,-0.195,-0.135
343,-0.185,-0.125
344,-0.175,-0.105
345,-0.165,-0.095
346,-0.145,-0.085
347,-0.135,-0.055
348,-0.095,-0.065
349,-0.075,-0.035
350,-0.015,-0.035
351,0.025,-0.035
352,0.055,-0.035
353,0.105,-0.025
354,0.125,-0.035
355,0.135,-0.045
356,0.145,-0.045
357,0.125,-0.045
358,0.095,-0.065
359,0.045,-0.085
360,-0.015,-0.095
361,-0.045,-0.105
362,-0.125,-0.135
363,-0.185,-0.145
364,-0.195,-0.145
365,-0.195,-0.145
366,-0.215,-0.145
367,-0.215,-0.155
368,-0.215,-0.145
369,-0.225,-0.135
370,-0.225,-0.125
371,-0.235,-0.115
372,-0.215,-0.095
373,-0.195,-0.085
374,-0.175,-0.075
375,-0.155,-0.075
376,-0.135,-0.045
377,-0.105,-0.045
378,-0.055,-0.065
379,-0.035,-0.065
380,-0.035,-0.065
381,-0.015,-0.075
382,-0.045,-0.105
383,-0.085,-0.095
384,-0.115,-0.135
385,-0.205,-0.155
386,-0.275,-0.175
387,-0.315,-0.175
388,-0.345,-0.165
389,-0.335,-0.155
390,-0.335,-0.125
391,-0.465,-0.065
392,-0.735,0.045
393,-0.685,0.135
394,-0.135,-0.065
395,0.535,-0.485
396,0.585,-0.785
397,0.045,-0.645
398,-0.405,-0.435
399,-0.515,-0.195
400,-0.475,-0.095
401,-0.405,-0.105
402,-0.365,-0.125
403,-0.365,-0.115
404,-0.365,-0.115
405,-0.335,-0.105
406,-0.315,-0.105
407,-0.315,-0.095
408,-0.285,-0.085
409,-0.275,-0.085
410,-0.275,-0.085
411,-0.265,-0.065
412,-0.255,-0.055
413,-0.235,-0.035
414,-0.215,-0.025
415,-0.195,-0.015
416,-0.145,0.015
417,-0.105,0.025
418,-0.065,0.025
419,-0.035,0.045
420,0.005,0.035
421,0.055,0.035
422,0.085,0.025
423,0.105,0.025
424,0.115,0.015
425,0.095,0.005
426,0.045,-0.005
427,-0.005,-0.015
428,-0.075,-0.045
429,-0.115,-0.055
430,-0.155,-0.075
431,-0.175,-0.085
432,-0.205,-0.095
433,-0.235,-0.075
434,-0.225,-0.085
435,-0.235,-0.085
436,-0.235,-0.085
437,-0.235,-0.055
438,-0.225,-0.065
439,-0.225,-0.055
440,-0.215,-0.035
441,-0.185,-0.005
442,-0.155,-0.005
443,-0.155,0.015
444,-0.115,0.015
445,-0.055,0.015
446,-0.005,-0.015
447,-0.015,-0.025
448,-0.015,-0.025
449,-0.045,-0.035
450,-0.085,-0.055
451,-0.135,-0.065
452,-0.205,-0.075
453,-0.245,-0.105
454,-0.305,-0.115
455,-0.325,-0.115
456,-0.315,-0.105
457,-0.315,-0.105
458,-0.375,-0.045
459,-0.655,0.025
460,-0.785,0.175
461,-0.415,0.045
462,0.285,-0.235
463,0.635,-0.835
464,0.205,-0.745
465,-0.335,-0.505
466,-0.505,-0.195
467,-0.465,-0.015
468,-0.365,-0.015
469,-0.315,-0.045
470,-0.315,-0.045
471,-0.325,-0.035
472,-0.305,-0.025
473,-0.285,-0.035
474,-0.295,-0.035
475,-0.295,-0.015
476,-0.285,-0.015
477,-0.255,-0.005
478,-0.255,0.015
479,-0.255,0.035
480,-0.205,0.055
481,-0.175,0.085
482,-0.185,0.085
483,-0.155,0.125
484,-0.135,0.135
485,-0.075,0.155
486,-0.035,0.165
487,0.015,0.155
488,0.055,0.165
489,0.095,0.155
490,0.105,0.145
491,0.115,0.145
492,0.095,0.125
493,0.075,0.105
494,0.025,0.065
495,-0.035,0.025
496,-0.095,0.005
497,-0.155,-0.005
498,-0.185,-0.015
499,-0.225,-0.025
500,-0.235,-0.025
501,-0.215,-0.025
502,-0.225,-0.025
503,-0.225,-0.015
504,-0.205,-0.015
505,-0.225,-0.005
506,-0.215,-0.005
507,-0.225,0.025
508,-0.195,0.045
509,-0.165,0.045
510,-0.155,0.065
511,-0.105,0.065
512,-0.065,0.055
513,0.005,0.035
514,0.005,0.045
515,-0.005,0.025
516,-0.035,0.005
517,-0.065,0.005
518,-0.105,-0.015
519,-0.155,-0.035
520,-0.245,-0.065
521,-0.285,-0.075
522,-0.325,-0.065
523,-0.345,-0.055
524,-0.315,-0.055
525,-0.305,0.005
526,-0.565,0.045
527,-0.735,0.175
528,-0.545,0.105
529,0.115,-0.135
530,0.595,-0.745
531,0.285,-0.735
532,-0.265,-0.525
533,-0.505,-0.235
534,-0.465,-0.015
535,-0.395,0.015
536,-0.315,0.005
537,-0.325,-0.005
538,-0.325,0.005
539,-0.335,0.005
540,-0.315,0.005
541,-0.295,0.015
542,-0.285,0.025
543,-0.285,0.015
544,-0.265,0.025
545,-0.255,0.045
