'sample interval','ECG1','ECG2'
'0.0078125 sec','mV','mV'
0,0.525,0.315
1,0.695,-0.515
2,0.475,-1.005
3,0.015,-1.145
4,-0.155,-0.605
5,-0.115,-0.295
6,-0.065,-0.155
7,-0.035,-0.115
8,-0.015,-0.105
9,-0.015,-0.105
10,-0.015,-0.105
11,-0.015,-0.105
12,-0.015,-0.095
13,-0.015,-0.075
14,-0.015,-0.085
15,-0.015,-0.065
16,-0.015,-0.055
17,-0.005,-0.035
18,-0.015,-0.025
19,-0.015,-0.015
20,-0.025,0.015
21,-0.025,0.025
22,-0.025,0.035
23,-0.035,0.065
24,-0.025,0.105
25,-0.035,0.135
26,-0.035,0.155
27,-0.035,0.185
28,-0.045,0.205
29,-0.055,0.215
30,-0.065,0.195
31,-0.065,0.195
32,-0.075,0.195
33,-0.085,0.185
34,-0.095,0.135
35,-0.085,0.085
36,-0.085,0.065
37,-0.075,0.005
38,-0.085,-0.065
39,-0.065,-0.085
40,-0.065,-0.125
41,-0.075,-0.135
42,-0.085,-0.165
43,-0.095,-0.155
44,-0.115,-0.155
45,-0.125,-0.165
46,-0.135,-0.165
47,-0.125,-0.155
48,-0.105,-0.145
49,-0.115,-0.135
50,-0.115,-0.135
51,-0.115,-0.135
52,-0.115,-0.115
53,-0.115,-0.115
54,-0.105,-0.125
55,-0.095,-0.115
56,-0.085,-0.115
57,-0.095,-0.125
58,-0.095,-0.135
59,-0.085,-0.125
60,-0.095,-0.135
61,-0.085,-0.135
62,-0.095,-0.145
63,-0.105,-0.145
64,-0.105,-0.145
65,-0.115,-0.165
66,-0.115,-0.165
67,-0.125,-0.175
68,-0.155,-0.165
69,-0.145,-0.165
70,-0.145,-0.185
71,-0.145,-0.185
72,-0.135,-0.165
73,-0.145,-0.155
74,-0.105,-0.105
75,-0.055,-0.095
76,-0.055,-0.095
77,-0.045,-0.095
78,-0.025,-0.105
79,0.055,-0.045
80,0.015,-0.095
81,-0.025,-0.125
82,-0.015,-0.145
83,-0.115,-0.195
84,-0.165,-0.185
85,-0.175,-0.185
86,-0.215,-0.215
87,-0.215,-0.205
88,-0.185,-0.175
89,-0.165,-0.125
90,-0.265,0.045
91,0.105,0.265
92,0.955,0.865
93,1.865,0.525
94,2.445,-0.375
95,1.345,-0.845
96,-0.475,-1.015
97,-0.885,-0.535
98,-0.665,-0.305
99,-0.465,-0.185
100,-0.355,-0.125
101,-0.315,-0.105
102,-0.315,-0.125
103,-0.295,-0.115
104,-0.295,-0.105
105,-0.285,-0.095
106,-0.295,-0.095
107,-0.295,-0.095
108,-0.275,-0.065
109,-0.275,-0.055
110,-0.265,-0.065
111,-0.255,-0.045
112,-0.225,-0.005
113,-0.235,-0.005
114,-0.235,0.015
115,-0.225,0.045
116,-0.215,0.055
117,-0.215,0.085
118,-0.205,0.105
119,-0.195,0.135
120,-0.185,0.175
121,-0.205,0.175
122,-0.215,0.165
123,-0.215,0.175
124,-0.225,0.185
125,-0.245,0.145
126,-0.235,0.125
127,-0.235,0.085
128,-0.185,0.065
129,-0.175,0.015
130,-0.155,-0.025
131,-0.145,-0.075
132,-0.155,-0.105
133,-0.155,-0.115
134,-0.155,-0.155
135,-0.165,-0.155
136,-0.155,-0.135
137,-0.155,-0.155
138,-0.165,-0.155
139,-0.155,-0.145
140,-0.185,-0.145
141,-0.155,-0.115
142,-0.165,-0.135
143,-0.135,-0.135
144,-0.125,-0.125
145,-0.125,-0.125
146,-0.115,-0.115
147,-0.095,-0.115
148,-0.095,-0.105
149,-0.085,-0.115
150,-0.075,-0.105
151,-0.075,-0.115
152,-0.055,-0.125
153,-0.075,-0.125
154,-0.085,-0.135
155,-0.065,-0.135
156,-0.095,-0.145
157,-0.085,-0.155
158,-0.085,-0.175
159,-0.085,-0.165
160,-0.095,-0.165
161,-0.105,-0.165
162,-0.115,-0.175
163,-0.085,-0.125
164,-0.045,-0.085
165,-0.025,-0.105
166,-0.025,-0.095
167,0.005,-0.135
168,0.065,-0.085
169,0.085,-0.075
170,0.015,-0.155
171,-0.015,-0.155
172,-0.015,-0.185
173,-0.115,-0.215
174,-0.135,-0.215
175,-0.155,-0.235
176,-0.175,-0.225
177,-0.165,-0.225
178,-0.155,-0.205
179,-0.255,-0.055
180,-0.035,0.145
181,0.745,0.695
182,1.685,0.425
183,2.435,-0.355
184,1.695,-0.865
185,-0.225,-1.095
186,-0.925,-0.665
187,-0.715,-0.355
188,-0.485,-0.205
189,-0.355,-0.155
190,-0.315,-0.155
191,-0.315,-0.155
192,-0.295,-0.145
193,-0.295,-0.145
194,-0.295,-0.155
195,-0.295,-0.135
196,-0.295,-0.115
197,-0.285,-0.115
198,-0.275,-0.105
199,-0.265,-0.085
200,-0.255,-0.065
201,-0.255,-0.065
202,-0.265,-0.055
203,-0.245,-0.025
204,-0.255,0.005
205,-0.235,0.025
206,-0.235,0.025
207,-0.215,0.065
208,-0.205,0.095
209,-0.215,0.135
210,-0.215,0.145
211,-0.205,0.155
212,-0.225,0.145
213,-0.225,0.145
214,-0.225,0.135
215,-0.215,0.125
216,-0.215,0.105
217,-0.195,0.055
218,-0.185,-0.005
219,-0.165,-0.045
220,-0.155,-0.105
221,-0.155,-0.125
222,-0.155,-0.155
223,-0.155,-0.175
224,-0.145,-0.175
225,-0.155,-0.185
226,-0.165,-0.195
227,-0.165,-0.195
228,-0.175,-0.185
229,-0.155,-0.175
230,-0.165,-0.185
231,-0.155,-0.185
232,-0.145,-0.155
233,-0.135,-0.155
234,-0.145,-0.145
235,-0.125,-0.145
236,-0.145,-0.125
237,-0.105,-0.135
238,-0.115,-0.145
239,-0.105,-0.135
240,-0.105,-0.135
241,-0.095,-0.145
242,-0.095,-0.155
243,-0.095,-0.165
244,-0.105,-0.155
245,-0.105,-0.155
246,-0.105,-0.175
247,-0.105,-0.175
248,-0.095,-0.185
249,-0.125,-0.175
250,-0.125,-0.195
251,-0.125,-0.195
252,-0.115,-0.155
253,-0.055,-0.105
254,-0.035,-0.125
255,-0.025,-0.105
256,0.015,-0.115
257,0.025,-0.125
258,0.105,-0.085
259,0.025,-0.145
260,-0.025,-0.155
261,-0.005,-0.165
262,-0.095,-0.235
263,-0.155,-0.235
264,-0.155,-0.245
265,-0.195,-0.255
266,-0.205,-0.255
267,-0.185,-0.225
268,-0.195,-0.145
269,-0.275,0.025
270,0.315,0.375
271,1.275,0.635
272,2.325,-0.075
273,2.445,-0.815
274,0.385,-1.235
275,-0.985,-0.875
276,-0.855,-0.445
277,-0.525,-0.195
278,-0.355,-0.155
279,-0.295,-0.155
280,-0.265,-0.145
281,-0.285,-0.145
282,-0.275,-0.135
283,-0.265,-0.125
284,-0.265,-0.125
285,-0.255,-0.105
286,-0.245,-0.105
287,-0.245,-0.095
288,-0.235,-0.075
289,-0.235,-0.065
290,-0.225,-0.045
291,-0.215,-0.035
292,-0.235,-0.005
293,-0.205,0.015
294,-0.195,0.025
295,-0.195,0.055
296,-0.175,0.105
297,-0.185,0.125
298,-0.175,0.145
299,-0.165,0.165
300,-0.165,0.185
301,-0.155,0.195
302,-0.165,0.185
303,-0.165,0.175
304,-0.165,0.175
305,-0.165,0.145
306,-0.155,0.095
307,-0.125,0.055
308,-0.125,-0.005
309,-0.085,-0.055
310,-0.095,-0.105
311,-0.105,-0.145
312,-0.095,-0.145
313,-0.115,-0.155
314,-0.115,-0.175
315,-0.115,-0.185
316,-0.135,-0.175
317,-0.115,-0.165
318,-0.135,-0.185
319,-0.115,-0.165
320,-0.105,-0.155
321,-0.115,-0.155
322,-0.115,-0.155
323,-0.105,-0.145
324,-0.115,-0.125
325,-0.085,-0.115
326,-0.085,-0.135
327,-0.065,-0.125
328,-0.055,-0.115
329,-0.055,-0.115
330,-0.055,-0.135
331,-0.055,-0.125
332,-0.055,-0.125
333,-0.035,-0.135
334,-0.055,-0.165
335,-0.045,-0.155
336,-0.035,-0.155
337,-0.055,-0.165
338,-0.065,-0.185
339,-0.065,-0.185
340,-0.075,-0.165
