'sample interval','ECG1','ECG2'
'0.0078125 sec','mV','mV'
0,-0.035,-0.115
1,-0.015,-0.135
2,-0.045,-0.125
3,-0.025,-0.105
4,-0.035,-0.115
5,-0.035,-0.125
6,-0.015,-0.115
7,-0.015,-0.105
8,-0.045,-0.115
9,-0.015,-0.105
10,-0.015,-0.105
11,-0.015,-0.065
12,-0.005,-0.075
13,0.025,-0.085
14,0.025,-0.095
15,0.055,-0.085
16,0.045,-0.085
17,0.045,-0.095
18,0.035,-0.105
19,0.015,-0.105
20,0.015,-0.095
21,-0.035,-0.125
22,-0.045,-0.135
23,-0.035,-0.125
24,-0.065,-0.135
25,-0.055,-0.145
26,-0.065,-0.135
27,-0.075,-0.125
28,-0.055,-0.135
29,-0.045,-0.125
30,-0.075,-0.125
31,-0.035,-0.105
32,-0.035,-0.105
33,-0.025,-0.105
34,0.005,-0.085
35,0.025,0.005
36,0.235,0.245
37,0.875,0.385
38,1.415,0.135
39,0.855,-0.255
40,-0.215,-0.815
41,-0.465,-0.445
42,-0.165,-0.055
43,-0.095,-0.005
44,-0.095,-0.045
45,-0.115,-0.065
46,-0.115,-0.075
47,-0.105,-0.065
48,-0.095,-0.065
49,-0.105,-0.065
50,-0.105,-0.065
51,-0.095,-0.045
52,-0.095,-0.045
53,-0.105,-0.055
54,-0.105,-0.055
55,-0.115,-0.035
56,-0.105,-0.035
57,-0.125,-0.045
58,-0.115,-0.035
59,-0.105,-0.025
60,-0.075,-0.025
61,-0.105,-0.025
62,-0.105,-0.015
63,-0.115,-0.005
64,-0.135,-0.015
65,-0.135,-0.015
66,-0.155,-0.025
67,-0.135,-0.025
68,-0.155,-0.035
69,-0.105,-0.045
70,-0.155,-0.065
71,-0.115,-0.055
72,-0.105,-0.065
73,-0.095,-0.065
74,-0.065,-0.065
75,-0.045,-0.055
76,-0.025,-0.055
77,-0.055,-0.075
78,-0.025,-0.085
79,-0.045,-0.065
80,-0.075,-0.085
81,-0.065,-0.095
82,-0.065,-0.085
83,-0.055,-0.075
84,-0.065,-0.085
85,-0.075,-0.095
86,-0.065,-0.085
87,-0.075,-0.075
88,-0.055,-0.075
89,-0.045,-0.075
90,-0.055,-0.075
91,-0.055,-0.055
92,-0.055,-0.065
93,-0.055,-0.065
94,-0.025,-0.065
95,-0.035,-0.055
96,-0.045,-0.065
97,-0.035,-0.065
98,-0.035,-0.065
99,-0.025,-0.065
100,0.005,-0.065
101,-0.055,-0.075
102,-0.055,-0.075
103,-0.015,-0.065
104,-0.005,-0.065
105,-0.055,-0.075
106,-0.045,-0.075
107,-0.055,-0.065
108,-0.025,-0.065
109,-0.035,-0.085
110,-0.045,-0.085
111,-0.045,-0.075
112,-0.015,-0.065
113,-0.045,-0.085
114,-0.035,-0.085
115,-0.015,-0.075
116,-0.005,-0.065
117,-0.045,-0.075
118,-0.035,-0.075
119,-0.015,-0.065
120,-0.015,-0.065
121,-0.015,-0.075
122,-0.025,-0.065
123,-0.025,-0.055
124,0.005,-0.055
125,0.025,-0.035
126,0.005,-0.035
127,0.045,-0.015
128,0.065,-0.035
129,0.055,-0.055
130,0.075,-0.045
131,0.065,-0.035
132,0.055,-0.055
133,0.015,-0.085
134,0.035,-0.065
135,0.015,-0.075
136,-0.045,-0.095
137,-0.045,-0.105
138,-0.065,-0.105
139,-0.065,-0.095
140,-0.045,-0.095
141,-0.065,-0.105
142,-0.035,-0.095
143,-0.015,-0.075
144,-0.045,-0.085
145,-0.045,-0.085
146,-0.005,-0.075
147,-0.015,-0.055
148,0.015,-0.035
149,0.035,0.035
150,0.215,0.265
151,0.845,0.385
152,1.395,0.205
153,1.155,-0.175
154,0.205,-0.645
155,-0.525,-0.635
156,-0.265,-0.125
157,-0.065,0.025
158,-0.055,-0.015
159,-0.065,-0.025
160,-0.095,-0.025
161,-0.115,-0.035
162,-0.075,-0.025
163,-0.115,-0.015
164,-0.095,-0.025
165,-0.105,-0.035
166,-0.095,-0.035
167,-0.095,-0.005
168,-0.105,-0.015
169,-0.105,-0.005
170,-0.095,-0.005
171,-0.125,-0.005
172,-0.105,0.005
173,-0.105,0.005
174,-0.125,0.005
175,-0.085,0.015
176,-0.105,0.015
177,-0.105,0.005
178,-0.105,0.015
179,-0.125,0.015
180,-0.115,0.015
181,-0.155,0.005
182,-0.135,-0.015
183,-0.115,-0.005
184,-0.135,-0.025
185,-0.105,-0.035
186,-0.125,-0.035
187,-0.085,-0.025
188,-0.075,-0.035
189,-0.025,-0.035
190,-0.045,-0.045
191,-0.025,-0.045
192,-0.025,-0.055
193,-0.045,-0.085
194,-0.055,-0.075
195,-0.045,-0.065
196,-0.065,-0.065
197,-0.085,-0.085
198,-0.065,-0.075
199,-0.065,-0.065
200,-0.055,-0.065
201,-0.085,-0.085
202,-0.065,-0.085
203,-0.075,-0.075
204,-0.065,-0.075
205,-0.055,-0.075
206,-0.055,-0.065
207,-0.045,-0.065
208,-0.065,-0.055
209,-0.085,-0.075
210,-0.055,-0.065
211,-0.055,-0.065
212,-0.045,-0.065
213,-0.065,-0.075
214,-0.045,-0.075
215,-0.045,-0.075
216,-0.035,-0.075
217,-0.035,-0.095
218,-0.045,-0.085
219,-0.035,-0.065
220,-0.045,-0.075
221,-0.055,-0.095
222,-0.065,-0.095
223,-0.065,-0.085
224,-0.055,-0.095
225,-0.055,-0.105
226,-0.075,-0.095
227,-0.045,-0.075
228,-0.055,-0.085
229,-0.045,-0.105
230,-0.055,-0.105
231,-0.065,-0.085
232,-0.055,-0.095
233,-0.065,-0.105
234,-0.015,-0.095
235,-0.075,-0.085
236,-0.075,-0.085
237,-0.055,-0.095
238,-0.035,-0.085
239,-0.045,-0.065
240,0.005,-0.045
241,-0.005,-0.055
242,0.005,-0.055
243,-0.005,-0.045
244,0.035,-0.065
245,0.025,-0.075
246,0.025,-0.075
247,0.015,-0.085
248,-0.005,-0.085
249,-0.025,-0.085
250,-0.035,-0.105
251,-0.075,-0.105
252,-0.075,-0.115
253,-0.095,-0.125
254,-0.075,-0.115
255,-0.085,-0.105
256,-0.085,-0.115
257,-0.085,-0.115
258,-0.075,-0.105
259,-0.075,-0.095
260,-0.065,-0.095
261,-0.035,-0.085
262,-0.055,-0.085
263,-0.005,-0.045
264,0.045,0.115
265,0.325,0.285
266,0.985,0.355
267,1.295,-0.065
268,0.515,-0.465
269,-0.325,-0.855
270,-0.455,-0.435
271,-0.175,-0.035
272,-0.085,-0.005
273,-0.115,-0.035
274,-0.105,-0.045
275,-0.115,-0.055
276,-0.135,-0.045
277,-0.135,-0.055
278,-0.135,-0.055
279,-0.125,-0.045
280,-0.115,-0.045
281,-0.125,-0.045
282,-0.115,-0.045
283,-0.135,-0.045
284,-0.145,-0.045
285,-0.135,-0.045
286,-0.135,-0.045
287,-0.125,-0.025
288,-0.145,-0.025
