'sample interval','ECG1','ECG2'
'0.0078125 sec','mV','mV'
0,-0.275,-0.015
1,-0.245,0.005
2,-0.285,-0.015
3,-0.265,-0.015
4,-0.235,-0.005
5,-0.215,-0.015
6,-0.165,0.005
7,-0.165,0.005
8,-0.145,0.005
9,-0.095,0.035
10,-0.085,0.025
11,-0.045,0.005
12,0.025,0.005
13,0.085,0.025
14,0.175,0.025
15,0.215,0.005
16,0.255,0.015
17,0.305,0.025
18,0.285,0.035
19,0.285,0.035
20,0.245,0.045
21,0.175,0.045
22,0.125,0.045
23,0.015,0.005
24,-0.075,-0.005
25,-0.125,-0.025
26,-0.175,-0.035
27,-0.205,-0.035
28,-0.195,-0.045
29,-0.205,-0.025
30,-0.165,-0.035
31,-0.185,-0.045
32,-0.185,-0.045
33,-0.185,-0.015
34,-0.195,-0.035
35,-0.195,-0.025
36,-0.185,-0.035
37,-0.165,-0.025
38,-0.145,-0.015
39,-0.135,-0.025
40,-0.145,-0.025
41,-0.155,-0.025
42,-0.185,-0.055
43,-0.185,-0.055
44,-0.165,-0.055
45,-0.175,-0.065
46,-0.145,-0.045
47,-0.165,-0.085
48,-0.165,-0.085
49,-0.175,-0.065
50,-0.185,-0.075
51,-0.195,-0.085
52,-0.195,-0.085
53,-0.175,-0.065
54,-0.165,-0.075
55,-0.165,-0.095
56,-0.175,-0.095
57,-0.175,-0.095
58,-0.185,-0.095
59,-0.205,-0.105
60,-0.195,-0.105
61,-0.185,-0.105
62,-0.165,-0.065
63,-0.135,-0.095
64,-0.115,-0.065
65,-0.065,-0.035
66,-0.075,-0.055
67,-0.075,-0.065
68,0.035,-0.095
69,0.005,-0.125
70,-0.065,-0.125
71,-0.085,-0.145
72,-0.105,-0.165
73,-0.155,-0.125
74,-0.175,-0.115
75,-0.195,-0.135
76,-0.185,-0.135
77,-0.175,-0.115
78,-0.145,-0.115
79,-0.155,-0.125
80,-0.165,-0.125
81,-0.175,-0.115
82,-0.175,-0.125
83,-0.155,-0.035
84,-0.335,0.175
85,-0.675,0.235
86,-0.345,-0.605
87,1.275,-1.515
88,2.465,-0.915
