'sample interval','ECG1','ECG2'
'0.0078125 sec','mV','mV'
0,0.365,0.245
1,0.365,0.255
2,0.355,0.235
3,0.355,0.235
4,0.345,0.225
5,0.335,0.225
6,0.335,0.215
7,0.325,0.215
8,0.315,0.205
9,0.315,0.205
10,0.305,0.195
11,0.295,0.185
12,0.295,0.185
13,0.285,0.185
14,0.275,0.175
15,0.275,0.165
16,0.265,0.155
17,0.255,0.165
18,0.245,0.145
19,0.245,0.145
20,0.235,0.135
21,0.235,0.135
22,0.215,0.125
23,0.215,0.115
24,0.205,0.105
25,0.195,0.105
26,0.185,0.095
27,0.175,0.085
28,0.165,0.085
29,0.155,0.085
30,0.135,0.065
31,0.135,0.055
32,0.115,0.055
33,0.105,0.045
34,0.075,-0.155
35,-0.415,-0.655
36,-0.645,-0.595
37,-0.575,-0.535
38,-0.535,-0.525
39,-0.535,-0.525
40,-0.525,-0.525
41,-0.525,-0.515
42,-0.525,-0.515
43,-0.525,-0.505
44,-0.515,-0.515
45,-0.515,-0.505
46,-0.505,-0.495
47,-0.515,-0.495
48,-0.505,-0.495
49,-0.505,-0.485
50,-0.495,-0.485
51,-0.495,-0.485
52,-0.485,-0.475
53,-0.485,-0.465
54,-0.475,-0.465
55,-0.475,-0.465
56,-0.465,-0.455
57,-0.465,-0.445
58,-0.455,-0.445
59,-0.455,-0.445
60,-0.445,-0.435
61,-0.435,-0.425
62,-0.435,-0.425
63,-0.425,-0.415
64,-0.425,-0.415
65,-0.415,-0.405
66,-0.405,-0.395
67,-0.405,-0.395
68,-0.395,-0.385
69,-0.385,-0.375
70,-0.385,-0.375
71,-0.375,-0.375
72,-0.375,-0.365
73,-0.355,-0.355
74,-0.355,-0.355
75,-0.355,-0.355
76,-0.345,-0.345
77,-0.335,-0.335
78,-0.335,-0.335
79,-0.325,-0.325
80,-0.315,-0.325
81,-0.305,-0.315
82,-0.305,-0.305
83,-0.295,-0.305
84,-0.285,-0.295
85,-0.275,-0.285
86,-0.265,-0.285
87,-0.255,-0.275
88,-0.255,-0.265
89,-0.235,-0.255
90,-0.235,-0.255
91,-0.225,-0.245
92,-0.215,-0.245
93,-0.205,-0.235
94,-0.185,-0.235
95,-0.175,-0.225
96,-0.165,-0.215
97,-0.145,-0.195
98,-0.125,-0.035
99,0.365,0.495
100,0.595,0.425
