'sample interval','ECG1','ECG2'
'0.0078125 sec','mV','mV'
0,-0.435,-0.425
1,-0.435,-0.415
2,-0.415,-0.405
3,-0.405,-0.405
4,-0.395,-0.395
5,-0.385,-0.385
6,-0.375,-0.375
7,-0.375,-0.385
8,-0.355,-0.365
9,-0.355,-0.365
10,-0.345,-0.355
11,-0.345,-0.345
12,-0.325,-0.345
13,-0.325,-0.335
14,-0.325,-0.335
15,-0.325,-0.325
16,-0.325,-0.315
17,-0.325,-0.325
18,-0.325,-0.315
19,-0.325,-0.305
20,-0.325,-0.295
21,-0.325,-0.295
22,-0.315,-0.295
23,-0.315,-0.285
24,-0.325,-0.285
25,-0.325,-0.275
26,-0.305,-0.275
27,-0.315,-0.265
28,-0.305,-0.255
29,-0.305,-0.255
30,-0.305,-0.245
31,-0.305,-0.245
32,-0.295,-0.245
33,-0.295,-0.235
34,-0.295,-0.235
35,-0.285,-0.225
36,-0.275,-0.215
37,-0.275,-0.215
38,-0.275,-0.215
39,-0.275,-0.205
40,-0.265,-0.195
41,-0.255,-0.195
42,-0.255,-0.185
43,-0.255,-0.175
44,-0.235,-0.165
45,-0.235,-0.155
46,-0.215,-0.145
47,-0.175,0.485
48,0.405,0.515
49,0.415,0.495
50,0.415,0.485
51,0.405,0.485
52,0.405,0.485
53,0.395,0.475
54,0.395,0.465
55,0.385,0.465
56,0.375,0.455
57,0.375,0.455
58,0.375,0.445
59,0.355,0.435
60,0.355,0.425
61,0.345,0.425
62,0.335,0.415
63,0.335,0.415
64,0.325,0.395
65,0.315,0.395
66,0.315,0.385
67,0.305,0.385
68,0.305,0.375
69,0.295,0.365
70,0.285,0.365
71,0.275,0.355
72,0.275,0.355
73,0.275,0.345
74,0.265,0.335
75,0.255,0.335
76,0.245,0.325
77,0.245,0.325
78,0.235,0.325
79,0.225,0.315
80,0.225,0.305
81,0.225,0.305
82,0.215,0.295
83,0.205,0.295
84,0.205,0.295
85,0.195,0.285
86,0.195,0.275
87,0.185,0.275
88,0.185,0.265
89,0.185,0.265
90,0.175,0.265
91,0.175,0.245
92,0.165,0.245
93,0.155,0.245
94,0.155,0.235
95,0.145,0.235
96,0.145,0.225
97,0.135,0.225
98,0.135,0.215
99,0.125,0.215
100,0.125,0.215
101,0.125,0.205
102,0.115,0.205
103,0.105,0.195
104,0.105,0.185
105,0.095,0.175
106,0.095,0.175
107,0.075,0.165
108,0.075,0.155
109,0.065,0.145
110,0.045,0.145
