'sample interval','ECG1','ECG2'
'0.0078125 sec','mV','mV'
0,-0.185,-0.075
1,-0.155,-0.045
2,-0.145,-0.055
3,-0.135,-0.055
4,-0.105,-0.045
5,-0.095,-0.035
6,-0.095,-0.035
7,-0.065,-0.045
8,-0.055,-0.045
9,-0.025,-0.025
10,-0.005,-0.035
11,0.025,-0.035
12,0.045,-0.025
13,0.075,0.005
14,0.095,-0.005
15,0.105,-0.005
16,0.105,0.025
17,0.115,0.055
18,0.105,0.075
19,0.075,0.055
20,0.045,0.045
21,0.005,0.045
22,-0.045,0.025
23,-0.075,-0.005
24,-0.105,-0.015
25,-0.115,-0.015
26,-0.125,-0.025
27,-0.125,-0.035
28,-0.125,-0.035
29,-0.125,-0.015
30,-0.125,-0.035
31,-0.135,-0.035
32,-0.135,-0.025
33,-0.135,-0.025
34,-0.135,-0.025
35,-0.125,-0.045
36,-0.125,-0.025
37,-0.125,-0.035
38,-0.135,-0.045
39,-0.135,-0.055
40,-0.155,-0.065
41,-0.145,-0.055
42,-0.165,-0.075
43,-0.165,-0.075
44,-0.155,-0.075
45,-0.175,-0.085
46,-0.165,-0.095
47,-0.145,-0.105
48,-0.095,-0.055
49,-0.045,0.005
50,-0.055,-0.035
51,-0.105,-0.095
52,-0.105,-0.085
53,-0.165,-0.115
54,-0.195,-0.125
55,-0.205,-0.125
56,-0.225,-0.125
57,-0.215,-0.115
58,-0.215,-0.125
59,-0.215,-0.135
60,-0.205,-0.125
61,-0.205,-0.115
62,-0.215,-0.115
63,-0.215,-0.135
64,-0.215,-0.115
65,-0.215,-0.105
66,-0.195,-0.105
67,-0.175,-0.105
68,-0.265,-0.075
69,-0.435,-0.025
70,-0.235,0.155
71,0.385,0.315
72,1.325,-0.295
73,1.495,-0.475
74,0.355,-0.725
75,-0.515,-0.935
76,-0.565,-0.555
77,-0.365,-0.215
78,-0.225,-0.045
79,-0.205,-0.035
80,-0.215,-0.055
81,-0.235,-0.055
82,-0.225,-0.045
83,-0.225,-0.045
84,-0.215,-0.055
85,-0.195,-0.035
86,-0.195,-0.025
87,-0.205,-0.035
88,-0.175,-0.025
89,-0.185,-0.025
90,-0.175,-0.015
91,-0.165,-0.015
92,-0.145,-0.015
93,-0.125,0.005
94,-0.115,0.005
95,-0.105,0.005
